timestamp,test,pred
4004,1.016,0.9745945129141508
4005,0.977,0.973627197651662
4006,0.953,1.0064178388241416
4007,1.0270000000000001,1.0065810995735653
4008,0.9840000000000001,0.9786471327187013
4009,0.98,1.0119517379570548
4010,1.0270000000000001,1.0052649762070256
4011,0.9840000000000001,0.9786873391130445
4012,0.996,1.0099521016397004
4013,1.035,1.0044634538309387
4014,0.953,0.9741983875581268
4015,0.973,1.012240039696064
4016,1.051,0.9996142853724946
4017,0.945,0.9771148549514795
4018,1.055,1.0125717714204099
4019,0.996,0.995652581796584
4020,1.0,0.9704217382909691
4021,0.98,1.00700941356898
4022,0.9690000000000001,0.9894762221911942
4023,1.016,0.9723384516651886
4024,0.988,1.0053694545708372
4025,0.953,0.9940296697259835
4026,1.016,0.9695656007202155
4027,0.977,1.0008207157050273
4028,0.9690000000000001,1.0003270306751813
4029,1.016,0.9701227356610017
4030,0.996,1.0002909755967146
4031,1.0390000000000001,1.0107881062386377
4032,0.934,0.981656371603849
4033,0.9690000000000001,1.0127728782085736
4034,0.977,0.9907912962118287
4035,0.988,0.9544197254649714
4036,0.973,1.0177494394314475
4037,0.973,0.9626214811005034
4038,1.0,0.9698283606726816
4039,1.031,1.022744366420424
4040,0.9840000000000001,0.9717864158911352
4041,1.0,1.0005000032754416
4042,1.02,1.0296216428169036
4043,0.961,0.9734657173721855
4044,1.0,0.9956526685264381
4045,1.023,1.0359220977256964
4046,0.98,0.9750114750820892
4047,1.047,0.9888715107702769
4048,0.9840000000000001,1.0272644426315292
4049,0.973,0.9788415780697344
4050,1.02,0.993159348850539
4051,0.98,1.0254783901950677
4052,1.012,0.9817043648127552
4053,1.031,1.0007093908538223
4054,0.973,1.0141372452667927
4055,0.9690000000000001,0.9932564980598936
4056,1.035,1.0171322802377478
4057,1.012,0.9846140517153268
4058,1.0590000000000002,0.9708410136248455
4059,0.996,1.012923330682929
4060,0.996,0.9813135958219016
4061,0.977,0.9784253565114271
4062,1.023,1.0168954641477794
4063,1.004,0.981200705677115
4064,0.9690000000000001,0.9723068758449562
4065,0.953,1.0108090162581624
4066,1.004,0.9830464061999538
4067,0.9690000000000001,0.9737280066164047
